year,month_name,segment,product_type,region,txn_count,gross_amount,net_flow
2024,Mar,Retail,Lending,South,177,86864.19,40815.63
2024,Mar,Retail,Lending,West,811,394404.18,111129.80
2024,May,Business,Deposit,East,107,51322.78,-1059.98
2024,May,Business,Deposit,North,56,28626.54,7322.28
2024,May,Business,Deposit,South,12,4481.52,1337.36
2024,May,Business,Deposit,West,79,40842.28,4167.92
2024,May,Business,Lending,East,179,93153.39,14281.07
2024,May,Business,Lending,North,62,30601.61,13646.59
2024,May,Business,Lending,South,11,5764.45,-1402.97
2024,May,Business,Lending,West,149,80752.22,19994.22
2024,May,Premier,Deposit,East,245,123590.15,13791.51
2024,May,Premier,Deposit,North,73,38626.77,12479.99
2024,May,Premier,Deposit,South,26,10699.10,2617.28
2024,May,Premier,Deposit,West,138,72269.70,-7270.00
2024,May,Premier,Lending,East,405,197416.66,4914.60
2024,May,Premier,Lending,North,176,80690.19,14711.15
2024,May,Premier,Lending,South,40,21177.01,11789.93
2024,May,Premier,Lending,West,294,150144.14,30959.06
2024,May,Retail,Deposit,East,829,393412.39,92296.21
2024,May,Retail,Deposit,North,370,189574.00,50346.64
2024,May,Retail,Deposit,South,72,36922.11,8973.77
2024,May,Retail,Deposit,West,547,291986.01,81804.19
2024,May,Retail,Lending,East,1241,628835.32,143464.30
2024,May,Retail,Lending,North,638,321884.90,68550.20
2024,May,Retail,Lending,South,160,81548.07,32944.53
2024,May,Retail,Lending,West,895,446693.80,87117.76
2024,Nov,Business,Deposit,East,101,47196.79,3995.85
2024,Nov,Business,Deposit,North,60,28003.01,1401.51
2024,Nov,Business,Deposit,South,8,4124.33,-653.09
2024,Nov,Business,Deposit,West,85,39773.36,11829.18
2024,Nov,Business,Lending,East,186,92114.95,12434.07
2024,Nov,Business,Lending,North,74,38390.83,8301.69
2024,Nov,Business,Lending,South,12,7620.29,4543.11
2024,Nov,Business,Lending,West,128,62731.38,-1282.24
2024,Nov,Premier,Deposit,East,235,124488.29,46741.51
2024,Nov,Premier,Deposit,North,64,32855.04,2452.96
2024,Nov,Premier,Deposit,South,26,15202.64,-248.00
2024,Nov,Premier,Deposit,West,152,74856.69,22605.51
2024,Nov,Premier,Lending,East,409,193936.93,33355.87
2024,Nov,Premier,Lending,North,193,96691.40,25139.46
2024,Nov,Premier,Lending,South,37,16407.21,5279.53
2024,Nov,Premier,Lending,West,272,126362.35,15269.71
2024,Nov,Retail,Deposit,East,805,409880.01,74850.65
2024,Nov,Retail,Deposit,North,359,180819.14,42471.06
2024,Nov,Retail,Deposit,South,84,44828.21,21910.79
2024,Nov,Retail,Deposit,West,545,261413.51,48777.01
2024,Nov,Retail,Lending,East,1152,591334.85,117725.57
2024,Nov,Retail,Lending,North,649,323574.61,63776.71
2024,Nov,Retail,Lending,South,166,83263.90,19011.26
2024,Nov,Retail,Lending,West,821,434464.07,96589.17
2024,Oct,Business,Deposit,East,106,54776.35,7807.41
2024,Oct,Business,Deposit,North,48,23683.78,3863.82
2024,Oct,Business,Deposit,South,10,3418.07,-617.33
2024,Oct,Business,Deposit,West,64,33014.08,15623.10
2024,Oct,Business,Lending,East,184,87213.00,23219.24
2024,Oct,Business,Lending,North,76,36003.53,5381.31
2024,Oct,Business,Lending,South,27,12320.30,706.48
2024,Oct,Business,Lending,West,123,62019.10,19886.22
2024,Oct,Premier,Deposit,East,240,120841.72,29299.82
2024,Oct,Premier,Deposit,North,78,41001.80,12412.68
2024,Oct,Premier,Deposit,South,28,16111.06,-555.92
2024,Oct,Premier,Deposit,West,152,75745.98,20206.18
2024,Oct,Premier,Lending,East,381,200009.90,47135.50
2024,Oct,Premier,Lending,North,170,84851.14,9003.46
2024,Oct,Premier,Lending,South,47,25942.00,1403.34
2024,Oct,Premier,Lending,West,283,149727.06,24018.58
2024,Oct,Retail,Deposit,East,794,391886.51,84603.27
2024,Oct,Retail,Deposit,North,348,163100.39,38049.61
2024,Oct,Retail,Deposit,South,91,45662.65,5914.15
2024,Oct,Retail,Deposit,West,574,282620.37,80970.33
2024,Oct,Retail,Lending,East,1311,635389.74,148542.86
2024,Oct,Retail,Lending,North,694,338326.57,89287.15
2024,Oct,Retail,Lending,South,168,77568.36,12031.56
2024,Oct,Retail,Lending,West,782,384025.35,73859.87
2024,Sep,Business,Deposit,East,107,51764.82,7546.58
2024,Sep,Business,Deposit,North,40,21923.82,6462.00
2024,Sep,Business,Deposit,South,5,2637.97,548.61
2024,Sep,Business,Deposit,West,71,34774.70,2438.58
2024,Sep,Business,Lending,East,209,110213.74,24245.86
2024,Sep,Business,Lending,North,63,31955.66,12042.66
2024,Sep,Business,Lending,South,18,13409.56,4396.32
2024,Sep,Business,Lending,West,138,64095.28,5779.24
2024,Sep,Premier,Deposit,East,225,112435.19,15192.39
2024,Sep,Premier,Deposit,North,90,48210.30,15687.88
2024,Sep,Premier,Deposit,South,21,10610.46,5931.22
2024,Sep,Premier,Deposit,West,124,57182.03,16945.71
2024,Sep,Premier,Lending,East,373,197404.40,31624.44
2024,Sep,Premier,Lending,North,184,90422.33,24078.67
2024,Sep,Premier,Lending,South,43,18386.89,-577.45
2024,Sep,Premier,Lending,West,301,138466.24,26227.14
2024,Sep,Retail,Deposit,East,786,388517.47,60150.73
2024,Sep,Retail,Deposit,North,347,174121.05,29077.85
2024,Sep,Retail,Deposit,South,97,50704.68,8745.66
2024,Sep,Retail,Deposit,West,547,265937.28,51999.84
2024,Sep,Retail,Lending,East,1195,584759.65,100097.81
2024,Sep,Retail,Lending,North,591,298588.12,52744.64
2024,Sep,Retail,Lending,South,136,73944.95,1472.41
2024,Sep,Retail,Lending,West,806,403511.37,103405.15
2025,Apr,Business,Deposit,East,108,50221.27,4923.49
2025,Apr,Business,Deposit,North,47,21569.50,-3152.40
2025,Apr,Business,Deposit,South,14,6451.50,99.16
2025,Apr,Business,Deposit,West,78,40963.71,11222.35
2025,Apr,Business,Lending,East,195,98176.28,25730.36
2025,Apr,Business,Lending,North,73,29734.88,5042.90
2025,Apr,Business,Lending,South,12,8625.21,972.81
2025,Apr,Business,Lending,West,124,62561.04,14353.04
2025,Apr,Premier,Deposit,East,256,120738.20,18757.14
2025,Apr,Premier,Deposit,North,72,35177.97,11142.45
2025,Apr,Premier,Deposit,South,28,18417.82,-318.78
2025,Apr,Premier,Deposit,West,121,57144.07,13378.35
2025,Apr,Premier,Lending,East,387,192087.55,54241.67
2025,Apr,Premier,Lending,North,167,85155.71,14949.49
2025,Apr,Premier,Lending,South,41,23193.57,-1534.13
2025,Apr,Premier,Lending,West,277,133162.18,28123.32
2025,Apr,Retail,Deposit,East,808,395347.24,96398.08
2025,Apr,Retail,Deposit,North,333,164330.20,44721.96
2025,Apr,Retail,Deposit,South,101,51701.13,9386.85
2025,Apr,Retail,Deposit,West,595,290359.21,48409.31
2025,Apr,Retail,Lending,East,1241,597325.97,113066.49
2025,Apr,Retail,Lending,North,584,284457.94,48195.34
2025,Apr,Retail,Lending,South,188,91695.05,17730.61
2025,Apr,Retail,Lending,West,795,395656.36,79668.30
2025,Feb,Business,Deposit,East,103,51523.71,18255.07
2025,Feb,Business,Deposit,North,44,28597.78,11923.56
2025,Feb,Business,Deposit,South,10,5606.68,1554.42
2025,Feb,Business,Deposit,West,77,34208.74,5387.84
2025,Feb,Business,Lending,East,181,93933.96,23825.46
2025,Feb,Business,Lending,North,59,31546.92,9853.28
2025,Feb,Business,Lending,South,11,5404.14,2088.22
2025,Feb,Business,Lending,West,117,53038.42,6983.06
2025,Feb,Premier,Deposit,East,216,114292.76,6551.82
2025,Feb,Premier,Deposit,North,68,28746.69,13074.85
2025,Feb,Premier,Deposit,South,28,14199.21,-839.83
2025,Feb,Premier,Deposit,West,139,63200.14,6814.94
2025,Feb,Premier,Lending,East,345,186694.12,39599.20
2025,Feb,Premier,Lending,North,185,96341.80,34389.54
2025,Feb,Premier,Lending,South,36,19424.27,3199.07
2025,Feb,Premier,Lending,West,249,120802.68,37492.32
2025,Feb,Retail,Deposit,East,745,372215.84,82136.54
2025,Feb,Retail,Deposit,North,355,175929.73,38710.49
2025,Feb,Retail,Deposit,South,78,40279.93,7125.63
2025,Feb,Retail,Deposit,West,562,283637.47,47955.03
2025,Feb,Retail,Lending,East,1120,526861.88,93276.04
2025,Feb,Retail,Lending,North,590,277289.12,81673.74
2025,Feb,Retail,Lending,South,140,69952.29,8432.73
2025,Feb,Retail,Lending,West,814,404117.12,58794.84
2025,Jan,Business,Deposit,East,104,53954.38,10459.44
2025,Jan,Business,Deposit,North,58,29720.00,4983.28
2025,Jan,Business,Deposit,South,8,4477.14,1186.24
2025,Jan,Business,Deposit,West,81,37804.73,19545.11
2025,Jan,Business,Lending,East,189,90695.26,14725.34
2025,Jan,Business,Lending,North,84,44937.22,19097.34
2025,Jan,Business,Lending,South,12,8363.86,2659.62
2025,Jan,Business,Lending,West,146,64263.78,4874.28
2025,Jan,Premier,Deposit,East,241,116125.68,15311.52
2025,Jan,Premier,Deposit,North,95,43638.64,2179.08
2025,Jan,Premier,Deposit,South,20,9438.37,5200.97
2025,Jan,Premier,Deposit,West,164,82728.16,11913.40
2025,Jan,Premier,Lending,East,392,183916.56,25156.22
2025,Jan,Premier,Lending,North,187,94253.20,29594.26
2025,Jan,Premier,Lending,South,24,13735.62,536.96
2025,Jan,Premier,Lending,West,277,140420.29,38987.01
2025,Jan,Retail,Deposit,East,845,409126.79,93804.69
2025,Jan,Retail,Deposit,North,343,175503.65,46434.47
2025,Jan,Retail,Deposit,South,103,50613.76,9868.28
2025,Jan,Retail,Deposit,West,602,287295.73,70899.27
2025,Jan,Retail,Lending,East,1275,649056.35,105783.07
2025,Jan,Retail,Lending,North,650,332633.89,90345.97
2025,Jan,Retail,Lending,South,160,78702.79,3721.35
2025,Jan,Retail,Lending,West,885,456304.59,132552.05
2025,Jun,Business,Deposit,East,90,45770.52,19004.90
2025,Jun,Business,Deposit,North,54,30357.32,6579.06
2025,Jun,Business,Deposit,South,4,2434.23,-1109.85
2025,Jun,Business,Deposit,West,74,34309.95,-7639.75
2025,Jun,Business,Lending,East,147,78055.10,12023.26
2025,Jun,Business,Lending,North,73,35275.36,9521.48
2025,Jun,Business,Lending,South,20,11740.68,808.66
2025,Jun,Business,Lending,West,124,59780.50,4767.54
2025,Jun,Premier,Deposit,East,194,100464.23,31127.59
2025,Jun,Premier,Deposit,North,55,24926.48,11973.90
2025,Jun,Premier,Deposit,South,28,13505.34,-377.60
2025,Jun,Premier,Deposit,West,138,65548.98,10008.32
2025,Jun,Premier,Lending,East,395,199547.83,36774.59
2025,Jun,Premier,Lending,North,182,94300.45,30961.03
2025,Jun,Premier,Lending,South,32,14049.02,-462.20
2025,Jun,Premier,Lending,West,285,145223.47,30548.85
2025,Jun,Retail,Deposit,East,801,389225.96,46595.32
2025,Jun,Retail,Deposit,North,374,200468.09,50005.05
2025,Jun,Retail,Deposit,South,83,44290.22,4531.96
2025,Jun,Retail,Deposit,West,521,256674.80,26555.92
2025,Jun,Retail,Lending,East,1226,599913.57,96257.59
2025,Jun,Retail,Lending,North,598,298185.94,41924.58
2025,Jun,Retail,Lending,South,179,92314.55,13283.59
2025,Jun,Retail,Lending,West,794,418117.55,104426.93
2025,Mar,Business,Deposit,East,116,58384.33,5427.41
2025,Mar,Business,Deposit,North,52,28051.68,6564.38
2025,Mar,Business,Deposit,South,11,4869.13,1045.91
2025,Mar,Business,Deposit,West,87,40240.63,9833.51
2025,Mar,Business,Lending,East,186,96358.28,32547.98
2025,Mar,Business,Lending,North,78,35662.87,508.03
2025,Mar,Business,Lending,South,15,7435.30,2427.86
2025,Mar,Business,Lending,West,135,68041.39,19933.33
2025,Mar,Premier,Deposit,East,226,106110.46,20791.10
2025,Mar,Premier,Deposit,North,76,39549.22,12376.50
2025,Mar,Premier,Deposit,South,27,12260.97,-1304.91
2025,Mar,Premier,Deposit,West,141,76366.33,15393.51
2025,Mar,Premier,Lending,East,397,197949.84,59920.88
2025,Mar,Premier,Lending,North,190,99508.87,27473.45
2025,Mar,Premier,Lending,South,36,15202.45,5305.69
2025,Mar,Premier,Lending,West,275,129395.29,27420.07
2025,Mar,Retail,Deposit,East,785,380406.35,80339.33
2025,Mar,Retail,Deposit,North,356,172742.44,29255.20
2025,Mar,Retail,Deposit,South,94,47896.40,22115.58
2025,Mar,Retail,Deposit,West,595,286806.49,42187.03
2025,Mar,Retail,Lending,East,1230,623354.49,69318.63
2025,Mar,Retail,Lending,North,630,335799.16,40934.88
2025,Mar,Retail,Lending,South,164,88401.88,25005.88
2025,Mar,Retail,Lending,West,841,412013.56,110463.04
2025,May,Business,Deposit,East,113,53155.98,2131.84
2025,May,Business,Deposit,North,59,31267.12,9771.40
2025,May,Business,Deposit,South,10,5329.62,2365.00
2025,May,Business,Deposit,West,73,35807.95,3822.39
2025,May,Business,Lending,East,155,76092.82,1193.58
2025,May,Business,Lending,North,60,32972.84,5404.66
2025,May,Business,Lending,South,13,7521.01,5423.21
2025,May,Business,Lending,West,147,70255.75,14695.61
2025,May,Premier,Deposit,East,206,101533.42,7206.52
2025,May,Premier,Deposit,North,82,43126.08,3858.74
2025,May,Premier,Deposit,South,19,12118.07,8163.51
2025,May,Premier,Deposit,West,159,78185.48,23502.34
2025,May,Premier,Lending,East,392,187734.28,31873.18
2025,May,Premier,Lending,North,171,81308.10,17139.88
2025,May,Premier,Lending,South,45,22892.52,8871.96
2025,May,Premier,Lending,West,274,134731.75,28595.61
2025,May,Retail,Deposit,East,811,413463.42,87248.02
2025,May,Retail,Deposit,North,366,180996.16,52256.80
2025,May,Retail,Deposit,South,76,36039.11,18479.49
2025,May,Retail,Deposit,West,538,268602.20,40396.66
2025,May,Retail,Lending,East,1285,625648.06,133429.34
2025,May,Retail,Lending,North,631,299958.95,81429.39
2025,May,Retail,Lending,South,157,72428.36,16869.88
2025,May,Retail,Lending,West,810,413069.61,76260.45
