account_id,customer_id,product_id,branch_id,open_date,status
1874,1106,2,16,2024-02-05,ACTIVE
1875,4682,5,18,2023-03-12,ACTIVE
1876,2933,1,17,2020-02-08,ACTIVE
1877,129,3,11,2019-08-24,ACTIVE
1878,4352,2,20,2023-06-08,ACTIVE
1879,4327,4,13,2020-09-24,DORMANT
1880,3569,2,9,2023-04-19,ACTIVE
1881,2403,3,17,2025-03-05,ACTIVE
1882,1648,2,17,2019-05-20,ACTIVE
1883,3557,5,5,2020-08-10,ACTIVE
1884,3892,5,8,2024-01-18,ACTIVE
1885,2194,2,3,2021-08-24,ACTIVE
1886,2048,5,6,2020-07-23,ACTIVE
1887,3105,4,3,2024-12-12,ACTIVE
1888,4356,1,8,2024-06-06,ACTIVE
1889,2135,2,12,2024-12-21,ACTIVE
1890,843,4,4,2022-06-03,ACTIVE
1891,1972,4,2,2024-05-22,DORMANT
1892,4361,4,10,2023-04-22,ACTIVE
1893,3904,3,15,2023-10-10,ACTIVE
1894,3614,2,13,2019-12-05,ACTIVE
1895,392,2,15,2021-04-18,ACTIVE
1896,2280,2,19,2025-06-27,ACTIVE
1897,901,1,18,2019-04-05,ACTIVE
1898,4684,4,13,2019-07-15,DORMANT
1899,2495,2,20,2019-07-11,ACTIVE
1900,1153,5,20,2020-06-05,ACTIVE
1901,1295,3,1,2021-01-22,ACTIVE
1902,466,1,16,2023-08-12,ACTIVE
1903,2176,3,8,2021-09-14,ACTIVE
1904,3246,4,6,2023-08-03,ACTIVE
1905,488,5,3,2019-01-13,ACTIVE
1906,2939,4,20,2025-04-20,CLOSED
1907,2627,2,16,2024-07-16,ACTIVE
1908,950,3,2,2024-10-29,ACTIVE
1909,4502,5,2,2020-01-08,ACTIVE
1910,1050,3,15,2020-01-29,ACTIVE
1911,4076,1,10,2024-03-28,ACTIVE
1912,4460,5,1,2023-10-22,DORMANT
1913,1391,1,20,2024-04-16,ACTIVE
1914,1084,5,15,2020-02-22,ACTIVE
1915,4647,2,1,2021-12-18,ACTIVE
1916,1659,3,16,2024-12-15,ACTIVE
1917,4388,3,18,2021-03-27,DORMANT
1918,1818,4,5,2021-02-12,ACTIVE
1919,191,5,5,2023-12-09,ACTIVE
1920,461,5,10,2025-05-18,ACTIVE
1921,2522,1,12,2025-03-04,ACTIVE
1922,3477,5,10,2022-08-25,ACTIVE
1923,2706,3,2,2025-03-15,ACTIVE
1924,4367,5,1,2021-01-25,DORMANT
1925,1158,4,16,2022-06-30,ACTIVE
1926,4267,4,18,2022-04-27,ACTIVE
1927,28,3,7,2023-12-02,ACTIVE
1928,4232,3,4,2023-01-06,ACTIVE
1929,2973,3,10,2024-12-17,ACTIVE
1930,3025,5,10,2024-08-12,ACTIVE
1931,4984,5,11,2024-06-12,ACTIVE
1932,1265,2,3,2020-07-08,ACTIVE
1933,856,1,14,2023-09-10,ACTIVE
1934,4026,5,13,2023-02-26,ACTIVE
1935,1252,2,19,2019-09-23,ACTIVE
1936,4605,2,10,2021-07-11,DORMANT
1937,3871,4,15,2024-09-02,ACTIVE
1938,1327,5,8,2020-06-17,ACTIVE
1939,1026,2,17,2024-02-24,ACTIVE
1940,362,4,6,2024-08-12,ACTIVE
1941,1219,1,7,2023-08-21,ACTIVE
1942,606,4,14,2021-05-29,ACTIVE
1943,1671,1,8,2024-08-13,ACTIVE
1944,4812,3,12,2021-03-18,ACTIVE
1945,2298,3,18,2019-08-20,DORMANT
1946,2195,4,14,2021-01-19,ACTIVE
1947,4444,3,1,2019-03-13,ACTIVE
1948,1278,5,4,2024-11-05,ACTIVE
1949,399,4,17,2020-06-11,ACTIVE
1950,2173,2,18,2021-06-04,DORMANT
1951,2811,5,19,2024-08-05,ACTIVE
1952,2653,4,4,2022-12-29,ACTIVE
1953,2940,1,6,2024-12-13,ACTIVE
1954,822,3,8,2020-07-16,ACTIVE
1955,4998,3,15,2024-06-19,DORMANT
1956,945,3,20,2023-07-18,ACTIVE
1957,3479,4,1,2023-04-13,DORMANT
1958,2780,5,5,2024-06-11,DORMANT
1959,4430,1,16,2019-12-11,ACTIVE
1960,4451,3,6,2024-12-28,ACTIVE
1961,1197,5,10,2021-10-26,ACTIVE
1962,1213,2,10,2023-07-31,ACTIVE
1963,824,2,5,2023-04-14,ACTIVE
1964,1897,1,8,2023-08-29,ACTIVE
1965,4264,3,1,2021-03-08,DORMANT
1966,2416,2,5,2022-01-24,ACTIVE
1967,536,5,1,2024-03-27,ACTIVE
1968,3011,5,7,2025-03-12,ACTIVE
1969,2628,2,15,2021-01-12,ACTIVE
1970,3778,3,14,2019-02-27,ACTIVE
1971,950,1,9,2021-06-24,ACTIVE
1972,3509,3,8,2022-04-22,ACTIVE
1973,4303,4,8,2021-02-21,ACTIVE
1974,544,2,3,2019-04-07,ACTIVE
1975,3901,4,20,2020-08-09,ACTIVE
1976,3754,2,4,2022-01-16,ACTIVE
1977,4225,1,17,2021-12-22,ACTIVE
1978,2083,3,6,2020-06-24,ACTIVE
1979,2867,3,2,2021-03-26,ACTIVE
1980,2247,2,9,2025-02-16,DORMANT
1981,1837,5,14,2021-07-05,ACTIVE
1982,77,4,1,2019-03-26,ACTIVE
1983,369,3,17,2022-09-20,ACTIVE
1984,4622,3,11,2024-02-19,ACTIVE
1985,349,2,6,2023-08-19,ACTIVE
1986,4602,5,1,2024-01-16,CLOSED
1987,4739,4,19,2022-04-17,ACTIVE
1988,4334,5,16,2022-06-24,ACTIVE
1989,1456,5,18,2021-09-30,ACTIVE
1990,2186,2,11,2020-11-04,DORMANT
1991,3812,5,9,2023-08-26,ACTIVE
1992,3273,4,6,2020-12-30,ACTIVE
1993,3683,1,2,2019-11-13,ACTIVE
1994,1847,1,8,2019-03-17,ACTIVE
1995,1855,4,16,2021-08-31,ACTIVE
1996,2986,2,8,2019-07-23,ACTIVE
1997,4451,3,8,2023-10-25,ACTIVE
1998,2626,2,14,2019-07-12,ACTIVE
1999,2895,4,1,2023-01-02,ACTIVE
2000,559,5,7,2025-06-06,ACTIVE
2001,2897,1,2,2019-09-17,ACTIVE
2002,1918,5,15,2020-03-07,ACTIVE
2003,1255,2,18,2020-11-26,DORMANT
2004,1682,4,4,2019-07-17,ACTIVE
2005,1815,1,18,2021-09-09,ACTIVE
2006,663,4,5,2019-02-08,ACTIVE
2007,4117,1,16,2024-10-27,ACTIVE
2008,3326,1,13,2020-12-29,ACTIVE
2009,1242,1,9,2020-11-14,ACTIVE
2010,3144,2,5,2024-09-21,ACTIVE
2011,3038,4,8,2019-05-12,ACTIVE
2012,162,3,18,2024-10-25,ACTIVE
2013,4226,3,3,2024-05-23,ACTIVE
2014,1951,3,6,2019-02-08,ACTIVE
2015,4321,4,11,2025-01-07,ACTIVE
2016,1782,5,14,2022-12-13,CLOSED
2017,4676,4,19,2025-06-23,ACTIVE
2018,1478,1,7,2023-01-27,DORMANT
2019,3031,5,10,2022-12-26,ACTIVE
2020,3987,1,15,2023-03-07,ACTIVE
2021,107,1,6,2022-07-16,CLOSED
2022,2669,4,20,2019-12-06,ACTIVE
2023,4936,3,6,2022-05-29,DORMANT
2024,1165,5,16,2020-10-19,DORMANT
2025,1158,2,9,2023-08-27,ACTIVE
2026,2247,3,19,2019-12-27,ACTIVE
2027,667,2,18,2024-05-26,DORMANT
2028,2127,4,5,2025-02-15,ACTIVE
2029,2942,5,16,2019-11-25,ACTIVE
2030,512,4,7,2023-12-05,ACTIVE
2031,250,2,19,2022-05-30,ACTIVE
2032,889,1,5,2024-02-11,ACTIVE
2033,1024,4,20,2023-09-06,ACTIVE
2034,4695,5,11,2024-11-09,ACTIVE
2035,4849,4,18,2020-03-15,ACTIVE
2036,600,3,7,2025-04-11,ACTIVE
2037,3023,4,18,2024-05-30,ACTIVE
2038,2531,2,3,2021-04-12,ACTIVE
2039,2884,4,5,2019-04-07,ACTIVE
2040,2065,5,13,2024-06-22,ACTIVE
2041,1759,4,16,2021-07-26,ACTIVE
2042,3570,4,12,2023-02-09,ACTIVE
2043,1243,5,7,2022-07-13,ACTIVE
2044,4330,4,13,2020-07-28,ACTIVE
2045,2296,5,1,2024-11-20,ACTIVE
2046,1926,2,15,2021-04-08,ACTIVE
2047,2063,5,12,2020-05-27,ACTIVE
2048,3396,2,17,2020-10-27,ACTIVE
2049,441,2,20,2023-02-25,ACTIVE
2050,2744,5,5,2022-07-08,DORMANT
2051,7,4,17,2024-09-13,CLOSED
2052,1587,3,15,2022-11-05,ACTIVE
2053,826,5,20,2020-02-01,ACTIVE
2054,3825,4,19,2024-09-05,ACTIVE
2055,1269,2,1,2024-04-15,ACTIVE
2056,3437,1,4,2024-02-29,ACTIVE
2057,3439,3,3,2025-06-11,DORMANT
2058,1311,4,8,2023-08-22,ACTIVE
2059,4034,3,9,2020-08-03,ACTIVE
2060,1628,1,12,2025-01-21,CLOSED
2061,1037,1,5,2019-04-12,CLOSED
2062,478,1,9,2020-03-30,DORMANT
2063,2679,5,1,2019-07-12,ACTIVE
2064,715,3,11,2021-06-16,ACTIVE
2065,1677,5,7,2021-03-20,ACTIVE
2066,2163,1,20,2019-10-26,ACTIVE
2067,509,4,14,2019-01-21,ACTIVE
2068,382,1,3,2019-02-14,DORMANT
2069,1181,5,11,2020-11-13,ACTIVE
2070,1846,1,17,2023-09-10,ACTIVE
2071,4371,1,18,2025-03-20,ACTIVE
2072,1719,5,19,2019-10-26,ACTIVE
2073,1101,5,18,2022-09-23,ACTIVE
2074,1861,4,6,2019-10-15,ACTIVE
2075,2092,5,15,2020-05-31,DORMANT
2076,718,4,7,2025-01-10,ACTIVE
2077,318,2,5,2025-05-17,ACTIVE
2078,4630,2,5,2019-12-08,ACTIVE
2079,1777,5,7,2019-03-27,ACTIVE
2080,2285,1,12,2019-07-10,ACTIVE
2081,1245,3,8,2021-12-27,ACTIVE
2082,1334,1,18,2022-03-15,ACTIVE
2083,3670,5,18,2021-09-17,ACTIVE
2084,1201,4,17,2021-05-25,ACTIVE
2085,1795,1,11,2024-05-01,ACTIVE
2086,2702,2,15,2024-01-26,ACTIVE
2087,1455,5,20,2022-07-02,DORMANT
2088,1934,1,6,2024-12-18,ACTIVE
2089,747,1,12,2021-04-18,ACTIVE
2090,841,4,7,2021-08-16,ACTIVE
2091,2496,4,8,2022-11-01,ACTIVE
2092,1089,4,4,2023-04-05,ACTIVE
2093,793,3,3,2022-05-07,ACTIVE
2094,1268,5,3,2021-04-18,ACTIVE
2095,1551,5,10,2025-03-18,ACTIVE
2096,2691,2,15,2024-08-05,CLOSED
2097,293,2,13,2022-12-04,ACTIVE
2098,4023,5,19,2022-03-14,ACTIVE
2099,1405,1,8,2021-08-05,ACTIVE
2100,1649,5,18,2019-06-10,ACTIVE
2101,2817,3,5,2020-04-08,ACTIVE
2102,3911,2,7,2025-03-12,ACTIVE
2103,2919,2,5,2024-05-29,ACTIVE
2104,1398,2,19,2022-04-30,ACTIVE
2105,1694,5,17,2025-03-22,ACTIVE
2106,1038,2,19,2020-12-09,CLOSED
2107,3853,2,4,2019-06-10,ACTIVE
2108,1563,5,7,2023-11-20,DORMANT
2109,1113,1,6,2024-04-28,ACTIVE
2110,1292,2,14,2024-09-07,DORMANT
2111,1162,2,19,2021-02-05,ACTIVE
2112,1030,2,20,2024-07-20,ACTIVE
2113,4338,3,11,2019-07-04,ACTIVE
2114,4258,5,7,2024-03-11,ACTIVE
2115,2740,2,3,2021-01-02,ACTIVE
2116,979,3,20,2024-01-30,ACTIVE
2117,518,1,17,2023-06-10,ACTIVE
2118,4994,1,11,2020-07-31,ACTIVE
2119,783,3,15,2024-12-01,ACTIVE
2120,2832,1,7,2020-01-13,ACTIVE
2121,4181,4,15,2022-08-01,DORMANT
2122,138,1,17,2019-04-07,ACTIVE
2123,754,4,11,2021-04-21,ACTIVE
2124,2954,3,12,2024-12-11,ACTIVE
2125,4809,4,13,2019-06-05,ACTIVE
2126,2456,1,11,2024-11-27,ACTIVE
2127,2835,2,11,2019-02-22,CLOSED
2128,580,4,9,2023-08-30,ACTIVE
2129,3256,1,11,2020-12-26,ACTIVE
2130,3267,2,4,2023-09-14,ACTIVE
2131,4650,3,2,2022-11-14,ACTIVE
2132,396,3,4,2019-02-14,CLOSED
2133,1938,5,14,2021-07-24,ACTIVE
2134,4906,3,5,2023-08-14,DORMANT
2135,2590,5,17,2022-02-14,ACTIVE
2136,3035,3,12,2024-12-09,ACTIVE
2137,170,3,6,2022-11-24,ACTIVE
2138,2338,3,12,2023-08-12,ACTIVE
2139,3240,5,15,2020-05-14,ACTIVE
2140,3416,5,19,2019-03-15,DORMANT
2141,3569,4,10,2025-01-05,ACTIVE
2142,3217,1,2,2023-04-10,ACTIVE
2143,3485,1,12,2021-06-10,ACTIVE
2144,4836,1,12,2024-03-04,ACTIVE
2145,1842,3,7,2021-12-13,ACTIVE
2146,3761,1,1,2022-05-31,ACTIVE
2147,4553,5,18,2020-04-17,ACTIVE
2148,3027,4,3,2022-09-01,ACTIVE
2149,3966,2,20,2025-01-26,ACTIVE
2150,1602,4,5,2020-12-01,ACTIVE
2151,1147,1,20,2024-09-10,CLOSED
2152,4327,1,15,2019-02-22,ACTIVE
2153,2685,5,10,2019-05-19,ACTIVE
2154,112,4,19,2022-10-29,ACTIVE
2155,593,5,1,2024-11-07,ACTIVE
2156,2440,5,7,2021-04-07,CLOSED
2157,1239,2,18,2024-09-14,ACTIVE
2158,2795,5,2,2022-06-02,ACTIVE
2159,2415,5,19,2020-07-07,DORMANT
2160,2130,2,10,2021-01-09,CLOSED
2161,2854,3,15,2019-09-26,DORMANT
2162,2870,3,10,2021-06-28,DORMANT
2163,3599,2,10,2019-07-05,ACTIVE
2164,3804,5,12,2021-05-18,DORMANT
2165,1527,1,8,2021-04-12,CLOSED
2166,1970,4,14,2022-11-13,ACTIVE
2167,952,1,2,2023-01-29,ACTIVE
2168,1503,1,17,2021-10-12,ACTIVE
2169,4468,5,6,2020-03-17,ACTIVE
2170,3337,4,8,2019-02-08,ACTIVE
2171,110,4,1,2023-07-03,DORMANT
2172,3987,3,3,2023-03-30,ACTIVE
2173,2355,2,15,2019-06-15,ACTIVE
2174,226,5,17,2024-04-19,ACTIVE
2175,3012,4,7,2023-01-08,ACTIVE
2176,4127,5,14,2020-03-18,ACTIVE
2177,614,3,3,2019-11-27,ACTIVE
2178,99,1,18,2021-09-19,ACTIVE
2179,811,4,5,2022-09-20,DORMANT
2180,3338,3,20,2022-02-09,CLOSED
2181,2700,5,15,2023-11-05,ACTIVE
2182,4910,3,6,2024-12-26,ACTIVE
2183,1020,3,3,2023-12-08,ACTIVE
2184,3026,3,18,2023-12-13,ACTIVE
2185,3529,3,20,2022-04-04,ACTIVE
2186,3887,3,3,2022-12-08,ACTIVE
2187,2980,3,8,2022-04-07,ACTIVE
2188,3341,2,19,2024-12-11,ACTIVE
2189,797,5,18,2021-01-30,ACTIVE
2190,1958,1,15,2023-11-08,ACTIVE
2191,3067,5,14,2022-01-26,ACTIVE
2192,3021,4,16,2021-11-08,ACTIVE
2193,2681,4,3,2022-02-21,ACTIVE
2194,4442,5,15,2019-08-14,ACTIVE
2195,4820,3,19,2024-06-01,ACTIVE
2196,2949,2,8,2025-06-29,ACTIVE
2197,3732,1,2,2021-11-06,ACTIVE
2198,1102,3,17,2024-02-27,ACTIVE
2199,1038,5,12,2023-01-19,ACTIVE
2200,4232,5,19,2020-06-24,ACTIVE
2201,792,2,11,2020-10-07,DORMANT
2202,4175,2,18,2021-09-16,ACTIVE
2203,1779,5,13,2020-12-06,ACTIVE
2204,4801,3,14,2020-09-22,DORMANT
2205,982,3,12,2019-07-10,ACTIVE
2206,1266,3,15,2023-08-16,CLOSED
2207,744,1,8,2021-05-04,ACTIVE
2208,2432,1,2,2020-02-09,ACTIVE
2209,375,3,8,2020-06-03,DORMANT
2210,1754,5,5,2023-07-28,ACTIVE
2211,3898,2,2,2022-11-08,ACTIVE
2212,2537,4,10,2021-03-31,ACTIVE
2213,1992,2,10,2020-03-10,ACTIVE
2214,2929,2,4,2024-10-11,ACTIVE
2215,3447,4,4,2024-12-21,ACTIVE
2216,592,3,8,2020-09-10,ACTIVE
2217,4629,2,6,2020-02-29,ACTIVE
2218,2570,4,15,2023-04-01,ACTIVE
2219,2873,5,18,2019-12-24,CLOSED
2220,1177,5,8,2023-05-14,CLOSED
2221,1336,5,20,2021-10-29,ACTIVE
2222,4694,3,7,2021-10-07,ACTIVE
2223,113,2,20,2019-07-16,ACTIVE
2224,3773,2,17,2022-02-14,DORMANT
2225,1846,1,19,2021-10-30,ACTIVE
2226,1988,5,2,2021-05-11,ACTIVE
2227,4830,3,12,2019-12-15,ACTIVE
2228,1986,4,19,2023-07-17,ACTIVE
2229,3293,3,5,2020-07-28,ACTIVE
2230,3243,2,12,2021-10-24,ACTIVE
2231,253,5,17,2023-12-25,ACTIVE
2232,124,1,5,2023-11-21,ACTIVE
2233,1237,3,2,2021-07-19,ACTIVE
2234,624,1,4,2024-12-17,ACTIVE
2235,3157,2,6,2024-05-01,ACTIVE
2236,3137,4,9,2020-08-09,ACTIVE
2237,3390,3,10,2020-04-28,ACTIVE
2238,3418,2,11,2019-12-24,ACTIVE
2239,1656,5,2,2020-01-20,ACTIVE
2240,1267,3,9,2019-09-11,ACTIVE
2241,2946,1,20,2021-04-14,ACTIVE
2242,1161,3,17,2022-04-05,ACTIVE
2243,2295,2,9,2023-10-03,ACTIVE
2244,441,2,8,2023-08-31,ACTIVE
2245,2093,1,5,2021-03-06,ACTIVE
2246,2706,2,5,2020-04-13,ACTIVE
2247,3760,3,6,2024-02-27,ACTIVE
2248,554,1,16,2020-05-07,ACTIVE
2249,4905,2,1,2021-07-08,ACTIVE
2250,1113,2,9,2019-02-20,ACTIVE
2251,2778,3,7,2024-10-21,ACTIVE
2252,1834,2,11,2019-02-21,DORMANT
2253,1315,3,15,2024-12-12,ACTIVE
2254,3494,5,5,2019-09-19,ACTIVE
2255,3139,3,19,2024-03-23,ACTIVE
2256,3113,4,6,2023-03-25,ACTIVE
2257,99,2,14,2019-08-29,ACTIVE
2258,3926,5,20,2022-08-01,ACTIVE
2259,1480,1,14,2024-02-06,ACTIVE
2260,4397,4,11,2023-06-14,ACTIVE
2261,1223,1,4,2022-08-15,ACTIVE
2262,4584,4,10,2022-05-13,ACTIVE
2263,1005,5,2,2019-10-18,ACTIVE
2264,477,5,4,2025-03-08,ACTIVE
2265,1136,5,20,2022-10-21,ACTIVE
2266,2857,4,10,2023-12-19,ACTIVE
2267,1706,3,1,2023-01-27,CLOSED
2268,518,1,14,2025-06-27,ACTIVE
2269,1221,3,18,2021-07-05,ACTIVE
2270,2507,3,12,2024-11-11,ACTIVE
2271,4326,2,19,2020-12-11,DORMANT
2272,1192,1,12,2024-03-01,ACTIVE
2273,3881,4,5,2025-01-25,ACTIVE
2274,3244,2,4,2022-08-13,ACTIVE
2275,1978,2,13,2024-07-31,ACTIVE
2276,2243,5,18,2024-11-15,ACTIVE
2277,3091,4,12,2019-12-16,ACTIVE
2278,1888,3,16,2021-01-05,ACTIVE
2279,4560,3,6,2020-02-05,ACTIVE
2280,974,3,7,2021-01-20,ACTIVE
2281,66,5,9,2023-01-14,ACTIVE
2282,2907,3,10,2023-02-07,ACTIVE
2283,571,1,5,2021-03-31,ACTIVE
2284,3893,3,4,2022-12-13,ACTIVE
2285,308,3,11,2024-03-02,ACTIVE
2286,3409,1,19,2022-11-19,ACTIVE
2287,3743,5,7,2022-02-16,ACTIVE
2288,783,2,13,2023-11-02,ACTIVE
2289,4217,4,13,2021-10-01,ACTIVE
2290,766,5,18,2021-08-23,DORMANT
2291,3476,3,9,2021-10-11,DORMANT
2292,773,2,13,2022-04-28,ACTIVE
2293,3858,4,13,2024-07-11,ACTIVE
2294,3186,4,5,2024-07-29,ACTIVE
2295,540,4,12,2023-07-04,ACTIVE
2296,2050,1,1,2021-03-24,ACTIVE
2297,3284,1,18,2023-12-20,ACTIVE
2298,4676,2,17,2024-11-23,DORMANT
2299,1664,3,10,2025-01-21,DORMANT
2300,1048,2,9,2020-09-29,DORMANT
2301,3837,3,20,2021-10-20,ACTIVE
2302,3440,5,8,2023-02-18,CLOSED
2303,506,4,15,2024-07-31,ACTIVE
2304,3248,4,13,2022-10-25,DORMANT
2305,3501,1,17,2022-02-17,ACTIVE
2306,1911,5,9,2025-06-04,ACTIVE
2307,733,5,11,2021-05-05,ACTIVE
2308,3514,3,4,2022-03-12,ACTIVE
2309,1572,5,7,2023-07-24,ACTIVE
2310,4610,1,20,2024-04-08,DORMANT
2311,2943,3,3,2024-05-26,ACTIVE
2312,4457,2,10,2024-05-18,ACTIVE
2313,2322,3,3,2022-01-21,ACTIVE
2314,3336,2,1,2020-03-22,ACTIVE
2315,4623,3,14,2021-01-03,ACTIVE
2316,4375,4,13,2023-12-29,ACTIVE
2317,2754,2,5,2020-06-05,ACTIVE
2318,1373,1,8,2023-09-03,DORMANT
2319,1445,2,12,2022-10-30,DORMANT
2320,3377,2,6,2022-01-29,ACTIVE
2321,290,3,2,2020-09-13,CLOSED
2322,2066,4,4,2021-01-28,ACTIVE
2323,64,3,5,2024-02-02,ACTIVE
2324,3946,3,11,2025-04-10,ACTIVE
2325,330,4,13,2024-09-01,ACTIVE
2326,4859,3,8,2022-10-09,ACTIVE
2327,1964,4,5,2021-05-14,CLOSED
2328,3089,1,6,2024-06-23,ACTIVE
2329,2491,4,15,2023-12-03,ACTIVE
2330,141,5,16,2025-05-05,CLOSED
2331,4540,4,11,2024-07-07,ACTIVE
2332,2474,4,7,2025-06-19,ACTIVE
2333,3904,5,6,2024-12-07,DORMANT
2334,450,4,12,2024-05-01,DORMANT
2335,1826,2,4,2022-02-17,CLOSED
2336,4447,3,14,2020-12-10,ACTIVE
2337,4695,3,11,2019-05-16,ACTIVE
2338,4807,1,12,2021-07-24,ACTIVE
2339,870,1,2,2019-01-01,ACTIVE
2340,3565,5,11,2019-03-18,ACTIVE
2341,3660,2,13,2021-08-18,DORMANT
2342,3603,1,11,2023-03-26,DORMANT
2343,393,3,9,2024-07-31,ACTIVE
2344,842,1,16,2025-01-04,ACTIVE
2345,2449,1,5,2020-07-27,ACTIVE
2346,2792,4,12,2023-03-29,ACTIVE
2347,2954,1,3,2019-07-05,ACTIVE
2348,1359,5,16,2023-08-28,ACTIVE
2349,991,3,19,2020-06-05,ACTIVE
2350,1039,5,17,2025-01-18,ACTIVE
2351,28,5,11,2024-05-03,ACTIVE
2352,388,2,19,2025-02-21,ACTIVE
2353,833,4,18,2019-02-03,ACTIVE
2354,250,5,9,2023-06-09,ACTIVE
2355,2028,2,13,2023-05-13,ACTIVE
2356,1529,3,6,2024-03-11,ACTIVE
2357,4194,3,3,2023-12-06,ACTIVE
2358,1839,2,12,2022-08-13,ACTIVE
2359,1361,5,9,2024-04-27,ACTIVE
2360,3110,5,9,2020-06-20,DORMANT
2361,1324,4,15,2024-09-14,ACTIVE
2362,2227,4,1,2022-07-11,ACTIVE
2363,3681,3,18,2022-11-06,ACTIVE
2364,892,4,15,2024-12-01,ACTIVE
2365,1306,2,8,2020-03-18,ACTIVE
2366,4549,3,11,2022-04-01,DORMANT
2367,4193,5,17,2019-02-07,ACTIVE
2368,262,3,14,2024-11-09,DORMANT
2369,2341,1,19,2024-11-18,ACTIVE
2370,1794,3,5,2020-05-21,ACTIVE
2371,2297,4,2,2025-02-04,ACTIVE
2372,2293,2,15,2025-05-20,DORMANT
2373,2171,5,19,2019-12-21,ACTIVE
2374,325,5,16,2024-04-11,ACTIVE
2375,986,4,13,2023-04-08,ACTIVE
2376,4783,4,7,2024-05-27,ACTIVE
2377,3853,4,17,2020-05-02,ACTIVE
2378,1740,1,19,2021-10-02,DORMANT
2379,1861,2,7,2019-10-06,ACTIVE
2380,3138,1,12,2020-10-11,ACTIVE
2381,3899,4,13,2019-12-21,ACTIVE
2382,836,2,13,2025-02-20,ACTIVE
2383,4155,4,14,2021-03-14,ACTIVE
2384,2779,2,15,2024-11-10,ACTIVE
2385,1397,5,2,2020-07-11,ACTIVE
2386,1677,1,6,2021-11-16,ACTIVE
2387,4332,4,9,2019-06-11,ACTIVE
2388,4314,4,15,2024-11-18,CLOSED
2389,1838,3,20,2020-11-29,CLOSED
2390,3722,5,16,2024-05-27,ACTIVE
2391,3673,4,2,2025-01-14,ACTIVE
2392,3023,1,3,2020-05-06,ACTIVE
2393,4685,5,20,2024-06-15,ACTIVE
2394,1672,4,8,2021-10-29,ACTIVE
2395,917,1,8,2024-04-04,ACTIVE
2396,918,3,7,2021-04-03,ACTIVE
2397,1134,3,11,2020-11-09,CLOSED
2398,1837,1,13,2024-02-22,ACTIVE
2399,2139,5,8,2021-02-24,ACTIVE
2400,4008,1,9,2024-01-08,DORMANT
2401,1906,1,16,2021-09-18,DORMANT
2402,3990,3,5,2019-04-21,ACTIVE
2403,3486,3,14,2025-02-28,ACTIVE
2404,4798,3,1,2023-11-19,ACTIVE
2405,2121,4,19,2021-12-24,ACTIVE
2406,2733,4,17,2023-10-05,ACTIVE
2407,2770,2,14,2022-03-30,ACTIVE
2408,1322,4,13,2023-07-27,CLOSED
2409,3717,5,8,2023-09-25,ACTIVE
2410,3355,5,3,2025-05-02,ACTIVE
2411,1529,3,1,2020-07-25,ACTIVE
2412,4744,1,19,2019-07-24,ACTIVE
2413,760,3,15,2020-08-06,ACTIVE
2414,3413,1,8,2025-01-29,ACTIVE
2415,1358,3,9,2019-11-04,DORMANT
2416,2191,3,13,2020-03-25,DORMANT
2417,3482,5,12,2019-03-03,ACTIVE
2418,949,1,9,2023-01-23,DORMANT
2419,2080,2,20,2020-04-19,ACTIVE
2420,1767,2,11,2023-05-15,ACTIVE
2421,28,3,5,2024-11-03,ACTIVE
2422,2471,3,19,2024-05-13,ACTIVE
2423,2539,5,18,2021-10-27,DORMANT
2424,160,1,11,2025-05-31,ACTIVE
2425,2893,3,11,2024-07-25,ACTIVE
2426,4114,2,6,2023-03-23,ACTIVE
2427,3723,1,1,2023-08-03,ACTIVE
2428,3732,3,9,2020-06-09,ACTIVE
2429,2472,1,7,2019-02-03,ACTIVE
2430,5000,5,6,2024-01-30,ACTIVE
2431,4851,2,10,2021-11-23,DORMANT
2432,1571,1,5,2020-02-10,DORMANT
2433,837,2,1,2021-11-07,ACTIVE
2434,4990,3,15,2019-10-20,ACTIVE
2435,3939,4,5,2024-04-10,DORMANT
2436,2287,1,20,2024-09-26,ACTIVE
2437,3406,2,6,2024-03-06,ACTIVE
2438,2671,1,5,2024-11-01,ACTIVE
2439,4113,3,17,2020-08-29,ACTIVE
2440,4748,3,18,2025-06-13,ACTIVE
2441,4356,2,4,2025-04-18,DORMANT
2442,1628,5,2,2023-02-13,ACTIVE
2443,1867,1,8,2019-06-29,ACTIVE
2444,205,1,5,2022-08-26,ACTIVE
2445,3580,3,4,2024-08-09,ACTIVE
2446,3175,1,14,2024-09-17,ACTIVE
2447,792,2,4,2021-03-26,ACTIVE
2448,4093,4,8,2020-01-11,ACTIVE
2449,3748,3,3,2024-05-06,ACTIVE
2450,1106,4,14,2024-09-19,ACTIVE
2451,1091,1,18,2023-08-21,CLOSED
2452,1608,5,12,2023-10-08,ACTIVE
2453,1840,2,15,2024-09-25,ACTIVE
2454,3398,1,20,2019-07-04,ACTIVE
2455,67,2,20,2019-03-13,ACTIVE
2456,4780,1,9,2023-11-10,ACTIVE
2457,1279,1,2,2020-07-27,ACTIVE
2458,4159,1,1,2020-07-22,ACTIVE
2459,814,3,15,2021-08-21,DORMANT
2460,403,4,15,2022-06-20,ACTIVE
2461,2003,5,8,2024-07-10,ACTIVE
2462,4167,4,3,2024-06-28,ACTIVE
2463,2926,4,2,2019-06-02,ACTIVE
2464,2994,2,4,2022-07-02,ACTIVE
