txn_id,account_id,txn_date,txn_type,amount
26956,2467,2025-01-16,INTEREST,487.77
26957,2464,2023-01-12,FEE,432.53
26958,6673,2023-08-23,TRANSFER,1670.16
26959,5683,2024-06-22,TRANSFER,163.17
26960,3208,2023-10-19,FEE,230.48
26961,2709,2024-01-31,TRANSFER,211.34
26962,2711,2023-09-22,WITHDRAWAL,531.92
26963,6259,2024-04-07,WITHDRAWAL,121.58
26964,4019,2023-12-25,INTEREST,565.78
26965,4955,2023-06-10,WITHDRAWAL,934.02
26966,7942,2023-08-25,FEE,328.22
26967,1530,2025-04-16,INTEREST,615.46
26968,180,2024-05-03,FEE,217.28
26969,2696,2025-04-14,TRANSFER,275.23
26970,611,2023-04-21,FEE,370.98
26971,4421,2024-08-07,INTEREST,460.78
26972,3873,2024-02-26,WITHDRAWAL,402.73
26973,4286,2025-05-27,WITHDRAWAL,1287.81
26974,961,2023-12-11,DEPOSIT,886.64
26975,7359,2023-02-01,DEPOSIT,608.34
26976,2776,2024-05-14,TRANSFER,893.89
26977,6816,2024-09-13,WITHDRAWAL,249.12
26978,6967,2023-03-20,TRANSFER,822.46
26979,1313,2023-06-29,WITHDRAWAL,418.04
26980,3238,2023-08-20,TRANSFER,464.98
26981,1282,2023-05-02,TRANSFER,511.94
26982,4332,2023-11-01,WITHDRAWAL,348.26
26983,7889,2023-10-06,INTEREST,650.31
26984,1418,2024-12-20,FEE,426.7
26985,741,2024-09-02,DEPOSIT,769.69
26986,3557,2025-04-29,WITHDRAWAL,618.75
26987,6722,2023-08-31,WITHDRAWAL,335.22
26988,4556,2023-01-19,TRANSFER,2007.16
26989,3557,2024-12-18,INTEREST,499.46
26990,2782,2024-04-06,WITHDRAWAL,821.54
26991,3087,2024-08-23,INTEREST,491.42
26992,471,2025-03-18,FEE,566.74
26993,7028,2023-02-14,TRANSFER,227.65
26994,2002,2024-12-26,FEE,190.57
26995,4925,2023-11-23,WITHDRAWAL,675.53
26996,2719,2024-04-03,FEE,645.17
26997,3317,2024-05-14,INTEREST,805.44
26998,4347,2024-01-23,DEPOSIT,158.26
26999,1190,2023-03-15,INTEREST,281.18
27000,5789,2025-04-01,TRANSFER,645.23
27001,3576,2023-09-17,WITHDRAWAL,423.26
27002,1230,2024-02-11,FEE,221.64
27003,1145,2024-05-16,DEPOSIT,667.54
27004,683,2025-03-25,TRANSFER,502.06
27005,5754,2023-07-23,INTEREST,496.89
27006,7656,2023-12-04,TRANSFER,509.61
27007,4375,2025-02-20,FEE,443.42
27008,3609,2024-03-27,TRANSFER,322.16
27009,5097,2024-10-14,DEPOSIT,495.38
27010,1510,2023-05-24,INTEREST,196.77
27011,3740,2023-06-29,DEPOSIT,283.88
27012,3683,2025-01-04,DEPOSIT,46.62
27013,3934,2024-06-16,WITHDRAWAL,237.72
27014,5628,2024-12-30,DEPOSIT,101.07
27015,5339,2023-04-16,TRANSFER,440.29
27016,7368,2025-05-16,TRANSFER,544.42
27017,83,2023-09-01,FEE,670.75
27018,3969,2024-06-12,WITHDRAWAL,1143.06
27019,4973,2023-12-15,WITHDRAWAL,390.19
27020,876,2023-07-01,DEPOSIT,108.39
27021,5396,2025-03-25,INTEREST,374.26
27022,222,2024-05-25,DEPOSIT,312.28
27023,1565,2024-02-26,FEE,391.83
27024,648,2024-11-07,FEE,153.77
27025,3134,2023-11-02,TRANSFER,97.98
27026,6542,2024-02-25,DEPOSIT,519.31
27027,1190,2024-11-25,TRANSFER,1359.52
27028,2179,2023-06-14,DEPOSIT,178.56
27029,1795,2024-08-27,INTEREST,133.16
27030,5431,2023-07-11,FEE,197.62
27031,2254,2023-12-17,TRANSFER,181.62
27032,7573,2024-12-09,INTEREST,76.85
27033,7331,2025-05-08,FEE,1294.94
27034,5116,2023-03-22,INTEREST,956.53
27035,5420,2024-10-10,TRANSFER,812.18
27036,3244,2024-10-13,DEPOSIT,493.95
27037,2929,2023-08-28,FEE,231.33
27038,7083,2024-02-03,WITHDRAWAL,2360.77
27039,2217,2024-04-15,DEPOSIT,1042.38
27040,155,2024-03-22,FEE,662.28
27041,1116,2025-02-27,TRANSFER,201.47
27042,1180,2023-09-22,TRANSFER,401.55
27043,4101,2024-07-31,FEE,205.96
27044,2731,2025-05-23,TRANSFER,770.79
27045,4096,2024-08-08,DEPOSIT,1407.14
27046,7359,2024-03-31,WITHDRAWAL,689.29
27047,5671,2024-12-16,DEPOSIT,224.89
27048,7178,2024-05-05,WITHDRAWAL,557.79
27049,6719,2025-01-29,TRANSFER,406.24
27050,2825,2023-07-07,DEPOSIT,952.52
27051,5204,2023-12-24,TRANSFER,753.48
27052,3549,2025-06-23,FEE,435.93
27053,4975,2024-11-25,TRANSFER,255.62
27054,1053,2024-04-27,TRANSFER,721.97
27055,5532,2024-02-27,DEPOSIT,565.64
27056,1419,2023-06-30,TRANSFER,794.74
27057,6357,2023-09-21,TRANSFER,461.08
27058,3939,2024-10-24,TRANSFER,640.1
27059,6615,2024-08-03,INTEREST,254.78
27060,4317,2023-04-30,TRANSFER,463.86
27061,4879,2024-04-06,INTEREST,616.6
27062,7889,2023-06-26,WITHDRAWAL,408.38
27063,1176,2023-12-03,WITHDRAWAL,153.14
27064,2083,2024-08-20,INTEREST,209.81
27065,6205,2025-04-10,WITHDRAWAL,1007.74
27066,5396,2024-06-25,WITHDRAWAL,258.93
27067,4922,2024-05-05,DEPOSIT,1545.59
27068,959,2023-12-10,TRANSFER,324.66
27069,2660,2023-06-06,WITHDRAWAL,274.51
27070,6859,2023-06-10,TRANSFER,256.8
27071,1783,2024-04-11,DEPOSIT,551.54
27072,3294,2024-07-06,DEPOSIT,114.77
27073,700,2024-12-14,FEE,168.76
27074,7591,2024-03-08,FEE,834.55
27075,6548,2024-02-03,WITHDRAWAL,21.12
27076,5718,2023-08-01,TRANSFER,782.69
27077,1624,2024-03-20,TRANSFER,391.14
27078,4544,2023-06-19,WITHDRAWAL,417.58
27079,654,2024-08-23,INTEREST,147.29
27080,5284,2023-05-29,FEE,729.45
27081,4237,2023-07-12,WITHDRAWAL,143.95
27082,4353,2024-12-27,DEPOSIT,192.09
27083,2551,2023-08-26,TRANSFER,1146.29
27084,2418,2023-05-25,FEE,168.3
27085,3675,2024-12-18,FEE,631.29
27086,1293,2025-01-09,FEE,593.9
27087,5283,2023-10-17,INTEREST,82.69
27088,1554,2025-05-02,FEE,219.47
27089,4770,2024-04-08,WITHDRAWAL,191.36
27090,3124,2024-12-23,TRANSFER,1901.43
27091,4422,2024-07-30,DEPOSIT,442.19
27092,1082,2024-04-04,DEPOSIT,393.2
27093,283,2025-02-05,DEPOSIT,716.38
27094,3730,2024-05-04,INTEREST,311.95
27095,1081,2024-06-23,FEE,574.05
27096,4476,2023-05-02,TRANSFER,469.14
27097,4978,2024-07-07,TRANSFER,897.57
27098,7177,2023-08-24,WITHDRAWAL,334.91
27099,5824,2023-10-11,WITHDRAWAL,270.61
27100,591,2024-11-24,DEPOSIT,362.33
27101,4759,2023-04-03,TRANSFER,221.31
27102,4923,2023-08-05,INTEREST,312.28
27103,3779,2024-09-20,DEPOSIT,422.83
27104,1529,2024-07-21,TRANSFER,1135.23
27105,7881,2023-10-11,WITHDRAWAL,73.82
27106,4374,2023-10-30,WITHDRAWAL,187.85
27107,5554,2023-03-31,TRANSFER,250.34
27108,2455,2023-12-20,TRANSFER,494.04
27109,84,2023-04-30,WITHDRAWAL,578.36
27110,6580,2023-04-09,DEPOSIT,1225.18
27111,5895,2024-12-18,INTEREST,728.77
27112,7541,2024-03-06,FEE,373.71
27113,2193,2023-09-14,INTEREST,328.13
27114,1927,2025-05-02,FEE,445.39
27115,4009,2023-12-21,TRANSFER,269.38
27116,745,2023-08-06,DEPOSIT,907.95
27117,151,2023-02-09,FEE,771.03
27118,4645,2023-02-22,FEE,1002.99
27119,2884,2024-11-14,INTEREST,443.25
27120,2249,2025-04-09,DEPOSIT,522.83
27121,5574,2024-08-11,DEPOSIT,922.15
27122,4605,2025-05-03,TRANSFER,490.42
27123,362,2025-05-13,TRANSFER,440.39
27124,1216,2023-05-05,FEE,598.35
27125,4626,2023-04-22,TRANSFER,1064.1
27126,4259,2023-08-21,TRANSFER,178.51
27127,2327,2024-11-13,TRANSFER,364.54
27128,6495,2025-03-19,DEPOSIT,144.45
27129,4308,2023-09-25,FEE,771.62
27130,1159,2024-11-19,FEE,57.65
27131,7869,2024-11-27,WITHDRAWAL,310.98
27132,4940,2023-09-29,WITHDRAWAL,118.71
27133,4604,2025-01-13,FEE,661.07
27134,6629,2024-03-11,INTEREST,362.28
27135,945,2024-08-13,INTEREST,528.72
27136,5114,2024-03-15,WITHDRAWAL,961.79
27137,4851,2025-06-04,TRANSFER,992.46
27138,5817,2024-06-24,DEPOSIT,864.44
27139,4804,2024-12-12,INTEREST,256.11
27140,6028,2023-12-10,TRANSFER,764.05
27141,3829,2024-10-16,TRANSFER,365.46
27142,6671,2024-10-15,DEPOSIT,359.72
27143,1410,2025-05-24,TRANSFER,641.85
27144,2938,2023-01-02,INTEREST,726.33
27145,3759,2023-01-24,DEPOSIT,139.31
27146,4555,2025-01-05,TRANSFER,143.31
27147,4920,2024-04-24,INTEREST,202.11
27148,7265,2023-12-02,TRANSFER,273.67
27149,1038,2025-02-04,INTEREST,525.89
27150,3227,2024-01-11,WITHDRAWAL,558.17
27151,3972,2024-07-16,WITHDRAWAL,622.83
27152,6822,2024-08-19,FEE,1003.88
27153,616,2025-04-14,DEPOSIT,529.3
27154,3796,2023-02-09,TRANSFER,591.55
27155,7298,2023-08-30,DEPOSIT,122.69
27156,4,2024-11-19,INTEREST,621.3
27157,7921,2025-06-14,FEE,725.88
27158,3224,2024-05-14,WITHDRAWAL,165.99
27159,7817,2024-12-08,DEPOSIT,539.32
27160,4755,2023-07-21,FEE,262.38
27161,4286,2023-02-28,DEPOSIT,132.6
27162,5064,2024-03-03,DEPOSIT,487.15
27163,3753,2023-07-09,WITHDRAWAL,485.86
27164,6272,2023-05-09,TRANSFER,257.06
27165,3676,2023-11-19,WITHDRAWAL,671.51
27166,1613,2023-06-18,FEE,499.22
27167,6600,2024-10-27,WITHDRAWAL,177.09
27168,4174,2024-11-29,DEPOSIT,537.12
27169,4530,2024-03-03,INTEREST,459.01
27170,4722,2023-01-14,INTEREST,369.84
27171,7754,2024-08-04,WITHDRAWAL,794.74
27172,7293,2023-02-17,WITHDRAWAL,1298.74
27173,212,2025-06-29,INTEREST,419.15
27174,2241,2024-09-02,TRANSFER,866.46
27175,5708,2023-11-26,TRANSFER,451.45
27176,4323,2024-09-22,FEE,904.61
27177,340,2023-05-19,DEPOSIT,614.94
27178,5964,2024-05-19,WITHDRAWAL,198.82
27179,7154,2024-04-24,INTEREST,157.19
27180,3212,2023-05-06,INTEREST,384.27
27181,679,2024-11-26,FEE,35.6
27182,2461,2024-03-19,FEE,198.37
27183,4282,2023-12-14,WITHDRAWAL,342.82
27184,4419,2024-07-28,DEPOSIT,224.14
27185,4935,2024-07-23,DEPOSIT,374.94
27186,3287,2024-10-06,TRANSFER,46.7
27187,4685,2023-10-08,WITHDRAWAL,261.33
27188,2557,2024-01-11,INTEREST,535.28
27189,4171,2025-05-22,WITHDRAWAL,354.12
27190,7577,2024-07-13,DEPOSIT,854.32
27191,7796,2024-04-05,DEPOSIT,1526.0
27192,2388,2025-01-11,TRANSFER,234.86
27193,3633,2023-06-22,TRANSFER,24.04
27194,2367,2024-04-13,FEE,193.48
27195,2287,2023-04-15,INTEREST,596.65
27196,2558,2024-01-30,INTEREST,210.39
27197,795,2023-07-02,INTEREST,473.41
27198,2502,2023-08-04,DEPOSIT,592.83
27199,3782,2025-01-15,INTEREST,282.98
27200,7655,2023-06-03,TRANSFER,136.65
27201,5993,2024-01-27,TRANSFER,240.1
27202,7226,2024-10-05,DEPOSIT,751.45
27203,1658,2024-02-27,DEPOSIT,565.23
27204,3706,2024-11-01,WITHDRAWAL,627.83
27205,7433,2024-03-14,FEE,869.03
27206,725,2023-02-15,WITHDRAWAL,108.15
27207,978,2023-09-06,FEE,726.41
27208,897,2025-01-02,TRANSFER,205.94
27209,4338,2023-04-18,WITHDRAWAL,242.72
27210,7922,2024-09-27,DEPOSIT,1504.06
27211,76,2023-05-03,DEPOSIT,707.67
27212,7873,2024-10-06,FEE,388.61
27213,4444,2024-02-26,DEPOSIT,677.15
27214,7064,2024-07-19,INTEREST,189.71
27215,3603,2024-04-04,INTEREST,473.91
27216,1658,2023-10-30,INTEREST,613.35
27217,6286,2024-08-04,INTEREST,135.17
27218,5006,2024-10-14,TRANSFER,735.19
27219,5850,2023-09-30,INTEREST,92.49
27220,1872,2024-06-20,INTEREST,961.28
27221,1532,2024-08-06,DEPOSIT,547.59
27222,5976,2023-12-30,WITHDRAWAL,555.19
27223,3744,2023-07-10,WITHDRAWAL,509.43
27224,4870,2024-01-23,INTEREST,441.57
27225,4209,2023-03-12,DEPOSIT,1020.64
27226,6637,2023-04-07,INTEREST,298.12
27227,350,2024-03-17,FEE,83.87
27228,4861,2023-04-23,DEPOSIT,527.46
27229,4887,2023-11-09,WITHDRAWAL,916.22
27230,3091,2023-07-07,FEE,575.96
27231,5849,2023-08-17,TRANSFER,232.84
27232,2265,2025-01-31,TRANSFER,254.23
27233,1524,2025-06-22,TRANSFER,633.86
27234,642,2024-04-04,TRANSFER,159.4
27235,714,2023-11-09,WITHDRAWAL,792.88
27236,3497,2023-03-01,DEPOSIT,908.44
27237,5813,2023-03-30,DEPOSIT,283.05
27238,4507,2023-07-04,INTEREST,216.3
27239,2559,2023-10-04,WITHDRAWAL,211.25
27240,4204,2024-11-02,TRANSFER,800.63
27241,1928,2023-08-08,WITHDRAWAL,476.33
27242,6249,2024-02-01,INTEREST,595.0
27243,7723,2023-05-28,INTEREST,232.98
27244,289,2024-03-03,FEE,301.23
27245,5547,2025-02-21,INTEREST,287.0
27246,2771,2023-11-30,TRANSFER,468.54
27247,6775,2023-01-08,TRANSFER,352.81
27248,6046,2024-04-18,TRANSFER,683.82
27249,6434,2023-09-23,WITHDRAWAL,292.08
27250,5454,2023-04-05,FEE,268.56
27251,5988,2024-07-22,DEPOSIT,251.77
27252,6164,2023-05-17,WITHDRAWAL,283.15
27253,6462,2024-08-04,WITHDRAWAL,293.42
27254,3535,2024-06-03,FEE,230.84
27255,2050,2024-07-23,DEPOSIT,802.16
27256,6360,2023-06-22,FEE,554.47
27257,1624,2024-09-07,DEPOSIT,60.52
27258,253,2023-04-25,FEE,192.23
27259,2271,2025-01-07,FEE,100.42
27260,3280,2025-02-13,FEE,1099.54
27261,4726,2024-06-13,INTEREST,566.09
27262,6212,2024-08-17,INTEREST,68.82
27263,6370,2024-04-23,DEPOSIT,513.68
27264,3663,2024-01-17,WITHDRAWAL,408.86
27265,6483,2024-06-11,TRANSFER,2290.84
27266,5779,2023-10-12,DEPOSIT,680.15
27267,368,2023-08-02,WITHDRAWAL,808.32
27268,5612,2024-04-14,FEE,298.12
27269,1571,2024-05-03,WITHDRAWAL,968.68
27270,6804,2023-09-25,DEPOSIT,388.36
27271,2031,2024-06-11,DEPOSIT,192.82
27272,3071,2024-09-09,FEE,714.95
27273,4455,2024-04-04,TRANSFER,688.31
27274,7465,2025-05-04,FEE,241.72
27275,5754,2025-02-23,WITHDRAWAL,155.95
27276,4509,2023-08-12,INTEREST,276.36
27277,2447,2023-11-25,WITHDRAWAL,1051.21
27278,7124,2024-06-17,DEPOSIT,148.96
27279,4640,2024-09-15,INTEREST,1052.83
27280,2701,2024-08-18,WITHDRAWAL,528.19
27281,7559,2023-05-11,WITHDRAWAL,515.95
27282,3962,2024-12-23,TRANSFER,705.91
27283,1846,2023-11-04,INTEREST,101.85
27284,4624,2025-04-15,FEE,671.18
27285,3338,2024-10-29,DEPOSIT,258.29
27286,2297,2024-10-12,TRANSFER,407.76
27287,2232,2024-06-02,DEPOSIT,850.34
27288,3266,2025-02-06,INTEREST,1032.91
27289,7667,2023-10-30,WITHDRAWAL,318.71
27290,7846,2023-04-05,INTEREST,1822.19
27291,53,2023-02-27,TRANSFER,659.75
27292,2130,2024-10-21,FEE,575.92
27293,1570,2023-01-26,WITHDRAWAL,988.24
27294,3925,2023-01-10,TRANSFER,104.55
27295,5205,2024-09-05,INTEREST,171.14
27296,1409,2024-08-15,INTEREST,719.97
27297,719,2025-05-16,FEE,174.17
27298,6858,2023-09-23,INTEREST,807.78
27299,571,2024-07-21,TRANSFER,614.25
27300,7011,2024-06-17,WITHDRAWAL,878.8
27301,1049,2024-07-14,WITHDRAWAL,153.23
27302,4000,2023-05-29,WITHDRAWAL,366.41
27303,5663,2025-01-04,TRANSFER,92.42
27304,6730,2024-04-10,DEPOSIT,170.27
27305,3965,2023-07-24,INTEREST,691.06
27306,3075,2023-01-13,TRANSFER,151.33
27307,854,2024-03-24,FEE,244.0
27308,2662,2024-08-22,FEE,498.03
27309,4290,2023-11-26,FEE,383.07
27310,5847,2023-02-04,DEPOSIT,196.83
27311,7801,2024-05-21,DEPOSIT,88.81
27312,6057,2024-01-17,TRANSFER,132.94
27313,7016,2024-01-21,FEE,977.87
27314,830,2024-03-23,TRANSFER,344.78
27315,693,2023-10-27,WITHDRAWAL,613.2
27316,5976,2023-10-29,DEPOSIT,332.87
27317,7136,2024-01-13,TRANSFER,362.12
27318,5497,2023-11-24,DEPOSIT,61.29
27319,3617,2024-05-28,TRANSFER,256.38
27320,7921,2024-03-09,WITHDRAWAL,720.81
27321,3163,2023-06-14,WITHDRAWAL,179.5
27322,2701,2024-01-29,INTEREST,489.76
27323,6629,2025-02-03,WITHDRAWAL,505.73
27324,1575,2023-10-09,TRANSFER,237.28
27325,7197,2023-09-07,WITHDRAWAL,519.35
27326,2153,2023-05-17,FEE,1738.91
27327,7193,2025-05-17,TRANSFER,414.19
27328,6638,2025-06-28,INTEREST,408.16
27329,5395,2024-08-02,TRANSFER,645.05
27330,5569,2023-07-04,INTEREST,636.14
27331,2147,2023-06-01,WITHDRAWAL,312.06
27332,1552,2023-05-30,DEPOSIT,390.95
27333,4680,2023-11-11,DEPOSIT,369.41
27334,4295,2024-01-08,FEE,426.63
27335,1621,2024-05-15,INTEREST,941.24
27336,4043,2024-04-24,FEE,606.63
27337,3802,2024-11-19,DEPOSIT,554.92
27338,3004,2023-04-11,FEE,733.93
27339,3535,2023-11-22,DEPOSIT,712.15
27340,4793,2024-12-16,FEE,453.71
27341,3245,2024-12-31,WITHDRAWAL,110.12
27342,436,2024-05-22,TRANSFER,262.9
27343,5382,2023-02-04,INTEREST,329.09
27344,1468,2024-05-04,WITHDRAWAL,138.83
27345,3365,2024-03-17,WITHDRAWAL,95.73
27346,1846,2024-06-24,WITHDRAWAL,1650.5
27347,1535,2025-03-18,WITHDRAWAL,303.21
27348,7172,2024-12-12,INTEREST,730.15
27349,1491,2023-09-15,TRANSFER,1063.98
27350,4271,2024-11-22,FEE,104.52
27351,6485,2023-05-13,WITHDRAWAL,31.64
27352,3749,2023-06-22,INTEREST,359.57
27353,1022,2023-04-25,INTEREST,674.84
27354,3819,2024-05-27,DEPOSIT,140.61
27355,7634,2023-07-04,TRANSFER,2442.25
27356,170,2023-07-08,TRANSFER,325.67
27357,6832,2023-10-28,FEE,440.57
27358,4836,2023-05-18,INTEREST,253.3
27359,701,2024-06-25,DEPOSIT,678.11
27360,6131,2025-06-06,INTEREST,643.72
27361,4542,2024-04-29,DEPOSIT,203.18
27362,951,2024-11-01,WITHDRAWAL,393.54
27363,5029,2023-02-13,FEE,499.7
27364,1551,2023-09-16,DEPOSIT,300.21
27365,3046,2025-05-31,INTEREST,473.99
27366,3838,2024-06-02,FEE,1318.79
27367,2619,2023-08-15,FEE,499.93
27368,3831,2023-12-06,DEPOSIT,891.69
27369,3010,2023-02-25,DEPOSIT,952.26
27370,298,2024-03-23,DEPOSIT,184.39
27371,510,2025-01-13,FEE,609.36
27372,6303,2023-11-11,INTEREST,419.22
27373,5894,2023-11-22,INTEREST,543.49
27374,4883,2023-11-06,DEPOSIT,85.48
27375,3750,2025-05-04,INTEREST,739.73
27376,2682,2023-02-27,WITHDRAWAL,1427.64
27377,7119,2024-05-11,INTEREST,217.27
27378,1441,2023-06-01,WITHDRAWAL,80.45
27379,3432,2023-06-30,TRANSFER,814.92
27380,5466,2024-09-10,FEE,306.72
27381,4789,2024-07-15,INTEREST,132.41
27382,5886,2023-12-27,WITHDRAWAL,1468.61
27383,7582,2023-03-01,WITHDRAWAL,1128.72
27384,2174,2024-02-06,INTEREST,225.04
27385,5230,2023-01-05,INTEREST,385.97
27386,449,2023-12-16,TRANSFER,484.71
27387,5262,2023-08-21,FEE,368.56
27388,634,2023-10-09,WITHDRAWAL,120.03
27389,2058,2025-06-16,FEE,216.41
27390,5887,2024-05-31,TRANSFER,569.35
27391,1019,2024-10-22,DEPOSIT,272.74
27392,5137,2024-11-17,FEE,120.0
27393,715,2024-02-10,WITHDRAWAL,1225.96
27394,5610,2024-03-20,TRANSFER,918.46
27395,5647,2024-03-18,DEPOSIT,406.68
27396,7116,2023-08-26,DEPOSIT,170.97
27397,3075,2023-09-04,DEPOSIT,232.71
27398,918,2024-01-14,WITHDRAWAL,431.02
27399,7410,2023-09-11,INTEREST,503.95
27400,824,2025-01-26,WITHDRAWAL,391.56
27401,5307,2024-05-01,FEE,663.45
27402,6938,2023-04-30,FEE,322.62
27403,5735,2023-06-03,FEE,858.24
27404,5355,2024-05-11,FEE,1267.09
27405,4274,2023-03-05,TRANSFER,481.96
27406,2033,2025-04-19,INTEREST,217.87
27407,599,2023-05-20,INTEREST,575.47
27408,5072,2024-08-22,DEPOSIT,584.75
27409,2365,2023-07-09,WITHDRAWAL,806.41
27410,2301,2023-12-29,FEE,93.91
27411,7479,2025-04-28,INTEREST,606.84
27412,5312,2025-04-05,FEE,160.71
27413,3,2024-02-27,WITHDRAWAL,933.26
27414,5278,2024-09-27,WITHDRAWAL,595.83
27415,5306,2023-06-21,WITHDRAWAL,465.49
27416,7309,2024-04-06,WITHDRAWAL,683.06
27417,1992,2025-05-26,TRANSFER,358.02
27418,6040,2023-02-02,TRANSFER,1083.16
27419,1927,2024-01-24,DEPOSIT,356.34
27420,4147,2023-12-23,DEPOSIT,497.08
27421,6966,2023-03-15,WITHDRAWAL,346.53
27422,3763,2024-11-11,WITHDRAWAL,627.76
27423,2715,2023-10-09,INTEREST,1245.45
27424,2828,2023-06-02,WITHDRAWAL,1440.95
27425,2473,2023-05-31,DEPOSIT,231.71
27426,5495,2025-05-02,DEPOSIT,101.47
27427,7793,2023-10-09,WITHDRAWAL,844.95
27428,4216,2023-08-23,TRANSFER,374.83
27429,6745,2025-04-23,TRANSFER,84.52
27430,618,2023-12-06,INTEREST,90.3
27431,1394,2024-09-10,FEE,529.55
27432,2465,2024-01-30,TRANSFER,367.1
27433,7375,2023-07-06,TRANSFER,265.47
27434,6687,2024-09-01,DEPOSIT,183.48
27435,1803,2025-04-28,DEPOSIT,603.24
27436,164,2025-06-22,FEE,975.83
27437,1657,2024-06-30,WITHDRAWAL,1164.78
27438,2182,2024-11-02,INTEREST,83.06
27439,635,2023-02-09,WITHDRAWAL,611.2
27440,5421,2023-03-24,FEE,1030.2
27441,956,2025-04-19,INTEREST,419.87
27442,7258,2024-10-21,TRANSFER,509.69
27443,2120,2024-09-21,FEE,214.43
27444,2407,2023-12-02,WITHDRAWAL,235.38
27445,4645,2024-12-23,DEPOSIT,138.01
27446,4197,2023-07-01,WITHDRAWAL,30.61
27447,5744,2023-01-03,FEE,482.94
27448,6174,2024-06-15,FEE,754.88
27449,7718,2023-12-05,DEPOSIT,224.59
27450,6032,2023-06-25,WITHDRAWAL,633.56
27451,719,2024-01-29,TRANSFER,1897.36
27452,7334,2023-12-11,TRANSFER,425.16
27453,1973,2023-01-28,FEE,838.98
27454,3464,2023-10-02,INTEREST,219.57
27455,995,2025-06-03,INTEREST,917.43
27456,4617,2025-01-09,DEPOSIT,439.65
27457,5397,2025-01-12,DEPOSIT,490.15
27458,7337,2025-05-26,DEPOSIT,368.7
27459,837,2023-07-13,TRANSFER,167.84
27460,3347,2024-05-21,TRANSFER,273.48
27461,2297,2024-07-04,INTEREST,380.07
27462,512,2023-09-28,FEE,360.8
27463,2160,2023-04-17,FEE,160.76
27464,7760,2023-10-21,INTEREST,258.34
27465,1042,2024-01-17,INTEREST,362.18
27466,7628,2023-06-29,TRANSFER,80.72
27467,3152,2023-07-28,FEE,537.45
27468,6013,2024-04-14,TRANSFER,628.2
27469,7045,2025-04-26,FEE,59.03
27470,4803,2023-02-10,INTEREST,43.22
27471,4295,2025-04-23,WITHDRAWAL,147.71
27472,5236,2023-12-12,FEE,697.4
27473,544,2025-04-07,INTEREST,1024.59
27474,6367,2023-12-11,WITHDRAWAL,866.76
27475,5582,2024-08-30,WITHDRAWAL,51.51
27476,4184,2023-01-03,FEE,926.12
27477,3504,2025-04-06,TRANSFER,275.9
27478,5793,2023-08-24,INTEREST,1557.63
27479,965,2024-03-14,FEE,175.71
27480,2376,2024-10-28,FEE,516.08
27481,1922,2023-06-26,DEPOSIT,652.73
27482,2870,2023-04-14,INTEREST,862.93
27483,6247,2024-11-02,WITHDRAWAL,89.99
27484,998,2024-05-17,WITHDRAWAL,1119.72
27485,4394,2023-04-24,WITHDRAWAL,462.78
27486,675,2024-06-28,INTEREST,1098.25
27487,7782,2024-01-05,DEPOSIT,443.84
27488,887,2025-03-09,TRANSFER,470.5
27489,2237,2024-07-03,INTEREST,277.41
27490,6515,2025-04-18,FEE,397.64
27491,4924,2025-03-11,WITHDRAWAL,1047.1
27492,2298,2025-05-21,INTEREST,102.48
27493,2274,2024-04-25,WITHDRAWAL,807.12
27494,6131,2024-06-23,INTEREST,220.4
27495,4220,2023-10-15,INTEREST,745.86
27496,2014,2023-05-17,TRANSFER,1246.29
27497,2353,2023-07-08,FEE,155.18
27498,4887,2023-05-26,TRANSFER,742.26
27499,1860,2024-03-21,INTEREST,576.28
27500,6947,2023-01-16,INTEREST,174.38
27501,4494,2023-08-19,INTEREST,459.24
27502,5398,2023-02-06,DEPOSIT,239.16
27503,7326,2023-06-30,FEE,418.94
27504,2051,2025-05-06,INTEREST,191.01
27505,2044,2023-06-10,DEPOSIT,126.87
27506,6475,2023-10-04,INTEREST,259.67
27507,4106,2023-02-27,WITHDRAWAL,168.85
27508,4675,2024-10-12,INTEREST,252.57
27509,2729,2023-08-03,FEE,564.33
27510,5682,2024-03-23,WITHDRAWAL,438.74
27511,7807,2023-08-01,WITHDRAWAL,681.73
27512,4293,2023-10-22,FEE,1104.42
27513,442,2024-01-30,DEPOSIT,1134.81
27514,2063,2024-09-17,FEE,1002.2
27515,5242,2023-12-18,FEE,758.23
27516,1584,2024-02-29,TRANSFER,194.05
27517,626,2024-02-01,FEE,1718.34
27518,6150,2023-10-23,DEPOSIT,1208.34
27519,2564,2025-05-12,DEPOSIT,254.93
27520,3351,2023-08-25,WITHDRAWAL,455.23
27521,6829,2023-01-29,INTEREST,137.42
27522,6977,2024-12-24,DEPOSIT,210.76
27523,3128,2023-04-06,FEE,548.39
27524,6114,2023-07-07,WITHDRAWAL,149.97
27525,959,2023-12-18,TRANSFER,1625.33
27526,1039,2025-02-27,DEPOSIT,129.44
27527,7556,2024-09-26,FEE,382.77
27528,91,2023-03-07,INTEREST,58.19
27529,2765,2023-11-17,TRANSFER,183.58
27530,5879,2025-01-13,INTEREST,292.94
27531,1518,2024-01-29,INTEREST,231.16
27532,4335,2023-11-21,FEE,1291.42
27533,6048,2023-11-30,DEPOSIT,344.28
27534,6665,2023-03-02,INTEREST,307.68
27535,3813,2024-04-19,TRANSFER,187.33
27536,1241,2024-06-05,FEE,1128.9
27537,185,2025-01-12,FEE,318.54
